url,source,is_keeper,repo,owner,org
https://github.com/sunlightlabs/act,github,False,act,sunlightlabs,sunlightlabs
https://github.com/sunlightlabs/cupcakes,github,False,cupcakes,sunlightlabs,sunlightlabs
https://github.com/sunlightlabs/compare-congress,github,False,compare-congress,sunlightlabs,sunlightlabs
https://github.com/sunlightlabs/readthebill,github,False,readthebill,sunlightlabs,sunlightlabs
https://github.com/spiritedmedia/weekly-screenshots,github,False,weekly-screenshots,spiritedmedia,spiritedmedia
https://github.com/reesenewslab/capitolhound,github,False,capitolhound,reesenewslab,reesenewslab
https://github.com/politibot/elecciones-catalanas-21d,github,False,elecciones-catalanas-21d,politibot,politibot
https://github.com/politibot/datos,github,False,datos,politibot,politibot
https://github.com/overview/html-to-pdf-benchmarks,github,False,html-to-pdf-benchmarks,overview,overview
https://github.com/OpenNewsLabs/r-workshop-ire,github,False,r-workshop-ire,OpenNewsLabs,OpenNewsLabs
https://github.com/OpenNewsLabs/perception-vs-reality,github,False,perception-vs-reality,OpenNewsLabs,OpenNewsLabs
https://github.com/OpenNewsLabs/field-guide-security-training-newsroom,github,False,field-guide-security-training-newsroom,OpenNewsLabs,OpenNewsLabs
https://github.com/OpenNewsLabs/Grammar-of-Graphics-Workshop,github,False,Grammar-of-Graphics-Workshop,OpenNewsLabs,OpenNewsLabs
https://github.com/OpenNewsLabs/candina.me,github,False,candina.me,OpenNewsLabs,OpenNewsLabs
https://github.com/OpenNews/srccon,github,False,srccon,OpenNews,OpenNews
https://github.com/OpenNews/srccon2014,github,False,srccon2014,OpenNews,OpenNews
https://github.com/OpenNews/srccon2017,github,False,srccon2017,OpenNews,OpenNews
https://github.com/OpenNews/srccon2015,github,False,srccon2015,OpenNews,OpenNews
https://github.com/OpenNews/srccon2016,github,False,srccon2016,OpenNews,OpenNews
https://github.com/OpenNews/srccon-power,github,False,srccon-power,OpenNews,OpenNews
https://github.com/OpenNews/srccon2018,github,False,srccon2018,OpenNews,OpenNews
https://github.com/OpenNews/opennews-website,github,False,opennews-website,OpenNews,OpenNews
https://github.com/OpenNews/srccon-work,github,False,srccon-work,OpenNews,OpenNews
https://github.com/openelections/openelections-data-ga,github,False,openelections-data-ga,openelections,openelections
https://github.com/openelections/openelections-data-ny,github,False,openelections-data-ny,openelections,openelections
https://github.com/openelections/openelections-data-ky,github,False,openelections-data-ky,openelections,openelections
https://github.com/openelections/openelections-data-wa,github,False,openelections-data-wa,openelections,openelections
https://github.com/openelections/openelections-data-ne,github,False,openelections-data-ne,openelections,openelections
https://github.com/openelections/openelections-sources-nd,github,False,openelections-sources-nd,openelections,openelections
https://github.com/openelections/openelections-data-nd,github,False,openelections-data-nd,openelections,openelections
https://github.com/openelections/openelections.github.io,github,False,openelections.github.io,openelections,openelections
https://github.com/openelections/docs,github,False,docs,openelections,openelections
https://github.com/openelections/openelections-sources-wv,github,False,openelections-sources-wv,openelections,openelections
https://github.com/openelections/openelections-sources-il,github,False,openelections-sources-il,openelections,openelections
https://github.com/openelections/openelections-sources-nj,github,False,openelections-sources-nj,openelections,openelections
https://github.com/openelections/openelections-sources-ct,github,False,openelections-sources-ct,openelections,openelections
https://github.com/openelections/openelections-data-id,github,False,openelections-data-id,openelections,openelections
https://github.com/openelections/openelections-sources-ne,github,False,openelections-sources-ne,openelections,openelections
https://github.com/openelections/openelections-sources-in,github,False,openelections-sources-in,openelections,openelections
https://github.com/openelections/openelections-sources-or,github,False,openelections-sources-or,openelections,openelections
https://github.com/openelections/openelections-sources-ut,github,False,openelections-sources-ut,openelections,openelections
https://github.com/openelections/openelections-sources-ny,github,False,openelections-sources-ny,openelections,openelections
https://github.com/openelections/openelections-sources-co,github,False,openelections-sources-co,openelections,openelections
https://github.com/openelections/openelections-sources-pa,github,False,openelections-sources-pa,openelections,openelections
https://github.com/openelections/openelections-sources-mo,github,False,openelections-sources-mo,openelections,openelections
https://github.com/openelections/blog.openelections.net,github,False,blog.openelections.net,openelections,openelections
https://github.com/openelections/openelections-sources-ks,github,False,openelections-sources-ks,openelections,openelections
https://github.com/openelections/openelections-sources-ma,github,False,openelections-sources-ma,openelections,openelections
https://github.com/openelections/openelections-sources-ca,github,False,openelections-sources-ca,openelections,openelections
https://github.com/NUKnightLab/soundcite,github,False,soundcite,NUKnightLab,NUKnightLab
https://github.com/NUKnightLab/twxplorer,github,False,twxplorer,NUKnightLab,NUKnightLab
